Día,Atacante,Concello conquistado,Pertenecía a
2629,Viana,Betanzos,Viana
2630,Viana,Terra De Caldelas,Viana
2631,Viana,Ortegal,Viana
2632,Fisterra,A Limia,Fisterra
2633,Viana,Chantada,Viana
2634,Viana,Quiroga,Viana
2635,O Salnés,Terra De Caldelas,O Salnés
2636,A Mariña Oriental,A Ulloa,A Mariña Oriental
2637,Viana,Ourense,Viana
2638,Viana,Terra De Melide,Viana
2639,O Salnés,A Limia,O Salnés
2640,Viana,Terra De Caldelas,Viana
2641,O Salnés,Sarria,O Salnés
2642,A Mariña Oriental,O Morrazo,A Mariña Oriental
2643,O Salnés,Lugo,O Salnés
2644,Fisterra,Terra De Celanova,Fisterra
2645,O Salnés,Tabeirós-Terra De Montes,O Salnés
2646,A Mariña Oriental,Vigo,A Mariña Oriental
2647,Fisterra,A Limia,Fisterra
2648,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2649,A Mariña Oriental,Terra Chá,A Mariña Oriental
2650,Viana,O Carballiño,Viana
2651,Viana,Deza,Viana
2652,Viana,Terra De Melide,Viana
2653,Viana,Terra Chá,Viana
2654,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2655,O Salnés,Quiroga,O Salnés
2656,Viana,Terra De Lemos,Viana
2657,Fisterra,Allariz-Maceda,Fisterra
2658,Fisterra,Terra De Caldelas,Fisterra
2659,Viana,Terra De Caldelas,Viana
2660,O Salnés,Terra De Celanova,O Salnés
2661,A Mariña Oriental,Betanzos,A Mariña Oriental
2662,A Mariña Oriental,Deza,A Mariña Oriental
2663,O Salnés,Terra Chá,O Salnés
2664,O Salnés,Eume,O Salnés
2665,Fisterra,Terra De Celanova,Fisterra
2666,O Salnés,A Mariña Central,O Salnés
2667,O Salnés,Chantada,O Salnés
2668,Viana,Quiroga,Viana
2669,A Mariña Oriental,Lugo,A Mariña Oriental
2670,Fisterra,A Paradanta,Fisterra
2671,A Mariña Oriental,A Paradanta,A Mariña Oriental
2672,O Salnés,Ourense,O Salnés
2673,Viana,A Ulloa,Viana
2674,Viana,Terra Chá,Viana
2675,Fisterra,Ourense,Fisterra
2676,Viana,Verín,Viana
2677,Fisterra,Terra De Caldelas,Fisterra
2678,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2679,Viana,A Limia,Viana
2680,O Salnés,Vigo,O Salnés
2681,A Mariña Oriental,Vigo,A Mariña Oriental
2682,Viana,Terra De Caldelas,Viana
2683,Viana,Terra De Melide,Viana
2684,O Salnés,O Carballiño,O Salnés
2685,Viana,A Mariña Central,Viana
2686,Viana,Deza,Viana
2687,Viana,Betanzos,Viana
2688,Fisterra,O Carballiño,Fisterra
2689,Viana,Arzúa,Viana
2690,Fisterra,A Limia,Fisterra
2691,Viana,Allariz-Maceda,Viana
2692,A Mariña Oriental,Deza,A Mariña Oriental
2693,Viana,Sarria,Viana
2694,Fisterra,Verín,Fisterra
2695,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2696,A Mariña Oriental,Arzúa,A Mariña Oriental
2697,A Mariña Oriental,O Condado,A Mariña Oriental
2698,Fisterra,Terra De Caldelas,Fisterra
2699,A Mariña Oriental,Betanzos,A Mariña Oriental
2700,A Mariña Oriental,Terra De Celanova,A Mariña Oriental
2701,A Mariña Oriental,Terra Chá,A Mariña Oriental
2702,A Mariña Oriental,A Limia,A Mariña Oriental
2703,O Salnés,Pontevedra,O Salnés
2704,O Salnés,Lugo,O Salnés
2705,Viana,Terra Chá,Viana
2706,A Mariña Oriental,O Ribeiro,A Mariña Oriental
2707,A Mariña Oriental,A Ulloa,A Mariña Oriental
2708,Viana,Terra De Caldelas,Viana
2709,Viana,Verín,Viana
2710,O Salnés,Ferrol,O Salnés
2711,Viana,Ourense,Viana
2712,Viana,Chantada,Viana
2713,A Mariña Oriental,O Baixo Miño,A Mariña Oriental
2714,O Salnés,Terra De Melide,O Salnés
2715,O Salnés,Arzúa,O Salnés
2716,O Salnés,Santiago,O Salnés
2717,O Salnés,Terra Chá,O Salnés
2718,Fisterra,Terra De Celanova,Fisterra
2719,A Mariña Oriental,Pontevedra,A Mariña Oriental
2720,Fisterra,O Ribeiro,Fisterra
2721,O Salnés,Meira,O Salnés
2722,O Salnés,A Mariña Occidental,O Salnés
2723,A Mariña Oriental,Santiago,A Mariña Oriental
2724,Fisterra,Allariz-Maceda,Fisterra
2725,Viana,Lugo,Viana
2726,O Salnés,A Mariña Central,O Salnés
2727,Viana,Allariz-Maceda,Viana
2728,A Mariña Oriental,Terra De Celanova,A Mariña Oriental
2729,Viana,A Limia,Viana
2730,Fisterra,Terra De Celanova,Fisterra
2731,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2732,Viana,O Carballiño,Viana
2733,Fisterra,A Limia,Fisterra
2734,Viana,O Ribeiro,Viana
2735,Viana,A Ulloa,Viana
2736,A Mariña Oriental,O Carballiño,A Mariña Oriental
2737,Fisterra,A Paradanta,Fisterra
2738,A Mariña Oriental,Arzúa,A Mariña Oriental
2739,A Mariña Oriental,Ourense,A Mariña Oriental
2740,Fisterra,Allariz-Maceda,Fisterra
2741,Fisterra,Terra De Caldelas,Fisterra
2742,Fisterra,Terra De Lemos,Fisterra
2743,Fisterra,Vigo,Fisterra
2744,O Salnés,Betanzos,O Salnés
2745,O Salnés,A Mariña Oriental,O Salnés
2746,O Salnés,Terra De Melide,O Salnés
2747,Fisterra,Quiroga,Fisterra
2748,O Salnés,Caldas,O Salnés
2749,Fisterra,Ourense,Fisterra
2750,O Salnés,Pontevedra,O Salnés
2751,Fisterra,Verín,Fisterra
2752,A Mariña Oriental,Vigo,A Mariña Oriental
2753,O Salnés,Vigo,O Salnés
2754,Fisterra,Os Ancares,Fisterra
2755,Fisterra,O Ribeiro,Fisterra
2756,O Salnés,Arzúa,O Salnés
2757,A Mariña Oriental,O Ribeiro,A Mariña Oriental
2758,Viana,Terra De Lemos,Viana
2759,Fisterra,Lugo,Fisterra
2760,Fisterra,Sarria,Fisterra
2761,O Salnés,A Paradanta,O Salnés
2762,Viana,Meira,Viana
2763,A Mariña Oriental,Caldas,A Mariña Oriental
2764,Viana,Ferrol,Viana
2765,A Mariña Oriental,Pontevedra,A Mariña Oriental
2766,A Mariña Oriental,Arzúa,A Mariña Oriental
2767,O Salnés,O Condado,O Salnés
2768,Fisterra,Terra De Trives,Fisterra
2769,Fisterra,Chantada,Fisterra
2770,O Salnés,Meira,O Salnés
2771,O Salnés,Terra De Celanova,O Salnés
2772,Viana,Verín,Viana
2773,O Salnés,O Ribeiro,O Salnés
2774,O Salnés,O Carballiño,O Salnés
2775,A Mariña Oriental,O Carballiño,A Mariña Oriental
2776,Viana,Os Ancares,Viana
2777,Viana,Eume,Viana
2778,Fisterra,A Ulloa,Fisterra
2779,A Mariña Oriental,O Salnés,A Mariña Oriental
2780,Fisterra,Verín,Fisterra
2781,Viana,Ourense,Viana
2782,Fisterra,O Carballiño,Fisterra
2783,Viana,Betanzos,Viana
2784,Viana,Terra De Trives,Viana
2785,Viana,Terra Chá,Viana
2786,Viana,Lugo,Viana
2787,O Salnés,Deza,O Salnés
2788,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2789,O Salnés,A Limia,O Salnés
2790,Fisterra,A Limia,Fisterra
2791,Fisterra,Terra De Trives,Fisterra
2792,O Salnés,Terra Chá,O Salnés
2793,Viana,Terra Chá,Viana
2794,Viana,Chantada,Viana
2795,Fisterra,Terra De Melide,Fisterra
2796,O Salnés,Lugo,O Salnés
2797,Viana,Deza,Viana
2798,Viana,Tabeirós-Terra De Montes,Viana
2799,Viana,O Ribeiro,Viana
2800,A Mariña Oriental,Vigo,A Mariña Oriental
2801,O Salnés,Sarria,O Salnés
2802,Viana,Terra De Melide,Viana
2803,O Salnés,A Fonsagrada,O Salnés
2804,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2805,Viana,Terra De Trives,Viana
2806,O Salnés,Terra De Melide,O Salnés
2807,Fisterra,Ourense,Fisterra
2808,O Salnés,Os Ancares,O Salnés
2809,O Salnés,Deza,O Salnés
2810,Fisterra,Terra De Lemos,Fisterra
2811,A Mariña Oriental,O Carballiño,A Mariña Oriental
2812,Viana,Ourense,Viana
2813,O Salnés,A Ulloa,O Salnés
2814,Fisterra,Sarria,Fisterra
2815,Viana,Quiroga,Viana
2816,O Salnés,Terra Chá,O Salnés
2817,O Salnés,O Carballiño,O Salnés
2818,A Mariña Oriental,Deza,A Mariña Oriental
2819,Viana,A Mariña Occidental,Viana
2820,Viana,Terra De Caldelas,Viana
2821,O Salnés,Sarria,O Salnés
2822,Fisterra,Terra De Celanova,Fisterra
2823,Fisterra,Terra De Caldelas,Fisterra
2824,Viana,Terra Chá,Viana
2825,Fisterra,Ourense,Fisterra
2826,A Mariña Oriental,O Ribeiro,A Mariña Oriental
2827,O Salnés,Chantada,O Salnés
2828,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2829,Viana,Sarria,Viana
2830,Fisterra,Quiroga,Fisterra
2831,A Mariña Oriental,O Carballiño,A Mariña Oriental
2832,A Mariña Oriental,Terra Chá,A Mariña Oriental
2833,Fisterra,O Ribeiro,Fisterra
2834,Fisterra,A Paradanta,Fisterra
2835,Fisterra,Sarria,Fisterra
2836,A Mariña Oriental,Ourense,A Mariña Oriental
2837,A Mariña Oriental,Tabeirós-Terra De Montes,A Mariña Oriental
2838,Viana,Terra Chá,Viana
2839,Viana,Lugo,Viana
2840,Fisterra,Ourense,Fisterra
2841,O Salnés,Ourense,O Salnés
2842,Viana,Terra De Melide,Viana
2843,O Salnés,O Baixo Miño,O Salnés
2844,Viana,A Fonsagrada,Viana
2845,A Mariña Oriental,Betanzos,A Mariña Oriental
2846,A Mariña Oriental,A Paradanta,A Mariña Oriental
2847,O Salnés,Terra De Melide,O Salnés
2848,O Salnés,Deza,O Salnés
2849,Viana,Meira,Viana
2850,O Salnés,Terra De Caldelas,O Salnés
2851,Viana,Verín,Viana
2852,Viana,Terra De Melide,Viana
2853,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2854,Viana,A Mariña Oriental,Viana
2855,O Salnés,Arzúa,O Salnés
2856,Fisterra,Valdeorras,Fisterra
2857,A Mariña Oriental,O Baixo Miño,A Mariña Oriental
2858,Viana,Betanzos,Viana
2859,Viana,Quiroga,Viana
2860,O Salnés,Santiago,O Salnés
2861,O Salnés,Terra De Trives,O Salnés
2862,O Salnés,O Carballiño,O Salnés
2863,Fisterra,Chantada,Fisterra
2864,Fisterra,Terra De Trives,Fisterra
2865,A Mariña Oriental,O Ribeiro,A Mariña Oriental
2866,Viana,Sarria,Viana
2867,O Salnés,O Baixo Miño,O Salnés
2868,O Salnés,Sarria,O Salnés
2869,O Salnés,Quiroga,O Salnés
2870,Viana,Terra De Trives,Viana
2871,Viana,A Mariña Central,Viana
2872,A Mariña Oriental,Terra Chá,A Mariña Oriental
2873,Fisterra,Sarria,Fisterra
2874,A Mariña Oriental,Betanzos,A Mariña Oriental
2875,O Salnés,Verín,O Salnés
2876,A Mariña Oriental,Arzúa,A Mariña Oriental
2877,Fisterra,Quiroga,Fisterra
2878,A Mariña Oriental,A Mariña Central,A Mariña Oriental
2879,A Mariña Oriental,Meira,A Mariña Oriental
2880,Fisterra,Lugo,Fisterra
2881,Viana,Terra Chá,Viana
2882,Viana,A Mariña Central,Viana
2883,O Salnés,O Sar,O Salnés
2884,Viana,Lugo,Viana
2885,Viana,Meira,Viana
2886,Viana,Betanzos,Viana
2887,Fisterra,Terra De Trives,Fisterra
2888,Fisterra,Ourense,Fisterra
2889,A Mariña Oriental,Deza,A Mariña Oriental
2890,Fisterra,O Ribeiro,Fisterra
2891,Fisterra,Viana,Fisterra
2892,Viana,A Ulloa,Viana
2893,O Salnés,A Limia,O Salnés
2894,Fisterra,Os Ancares,Fisterra
2895,A Mariña Oriental,O Ribeiro,A Mariña Oriental
2896,Viana,Os Ancares,Viana
2897,O Salnés,Viana,O Salnés
2898,A Mariña Oriental,Santiago,A Mariña Oriental
2899,Fisterra,Viana,Fisterra
2900,O Salnés,Ourense,O Salnés
2901,A Mariña Oriental,Betanzos,A Mariña Oriental
2902,Viana,Terra De Melide,Viana
2903,A Mariña Oriental,O Carballiño,A Mariña Oriental
2904,Fisterra,Terra De Caldelas,Fisterra
2905,A Mariña Oriental,O Sar,A Mariña Oriental
2906,Viana,Deza,Viana
2907,Viana,Arzúa,Viana
2908,Viana,Betanzos,Viana
2909,Fisterra,Deza,Fisterra
2910,O Salnés,Allariz-Maceda,O Salnés
2911,A Mariña Oriental,Betanzos,A Mariña Oriental
2912,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2913,Viana,Quiroga,Viana
2914,Fisterra,Lugo,Fisterra
2915,Fisterra,Ourense,Fisterra
2916,Fisterra,O Ribeiro,Fisterra
2917,Fisterra,Quiroga,Fisterra
2918,Fisterra,Vigo,Fisterra
2919,Viana,Ordes,Viana
2920,A Mariña Oriental,Arzúa,A Mariña Oriental
2921,O Salnés,Ourense,O Salnés
2922,A Mariña Oriental,Eume,A Mariña Oriental
2923,Fisterra,O Carballiño,Fisterra
2924,Fisterra,Arzúa,Fisterra
2925,Fisterra,Terra De Melide,Fisterra
2926,A Mariña Oriental,Terra Chá,A Mariña Oriental
2927,Viana,Sarria,Viana
2928,O Salnés,Terra De Trives,O Salnés
2929,Viana,Chantada,Viana
2930,Fisterra,Verín,Fisterra
2931,Fisterra,Pontevedra,Fisterra
2932,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2933,Viana,Lugo,Viana
2934,Viana,Terra De Melide,Viana
2935,Fisterra,A Limia,Fisterra
2936,Fisterra,Ourense,Fisterra
2937,O Salnés,Verín,O Salnés
2938,O Salnés,Terra De Caldelas,O Salnés
2939,A Mariña Oriental,Ordes,A Mariña Oriental
2940,Fisterra,Os Ancares,Fisterra
2941,A Mariña Oriental,Deza,A Mariña Oriental
2942,O Salnés,Quiroga,O Salnés
2943,Viana,O Carballiño,Viana
2944,O Salnés,Vigo,O Salnés
2945,A Mariña Oriental,Pontevedra,A Mariña Oriental
2946,O Salnés,A Limia,O Salnés
2947,O Salnés,O Ribeiro,O Salnés
2948,O Salnés,Pontevedra,O Salnés
2949,A Mariña Oriental,Pontevedra,A Mariña Oriental
2950,A Mariña Oriental,Vigo,A Mariña Oriental
2951,O Salnés,Valdeorras,O Salnés
2952,Fisterra,Chantada,Fisterra
2953,O Salnés,Pontevedra,O Salnés
2954,O Salnés,Terra De Lemos,O Salnés
2955,A Mariña Oriental,Pontevedra,A Mariña Oriental
2956,Fisterra,O Ribeiro,Fisterra
2957,Viana,Pontevedra,Viana
2958,A Mariña Oriental,O Condado,A Mariña Oriental
2959,A Mariña Oriental,Pontevedra,A Mariña Oriental
2960,Fisterra,Lugo,Fisterra
2961,A Mariña Oriental,O Carballiño,A Mariña Oriental
2962,A Mariña Oriental,O Baixo Miño,A Mariña Oriental
2963,Fisterra,A Fonsagrada,Fisterra
2964,A Mariña Oriental,A Mariña Central,A Mariña Oriental
2965,Viana,Terra De Lemos,Viana
2966,A Mariña Oriental,Terra De Melide,A Mariña Oriental
2967,O Salnés,Terra De Celanova,O Salnés
2968,A Mariña Oriental,A Mariña Occidental,A Mariña Oriental
2969,O Salnés,Sarria,O Salnés
2970,Fisterra,Terra De Lemos,Fisterra
2971,O Salnés,Lugo,O Salnés
2972,O Salnés,Viana,O Salnés
2973,O Salnés,Os Ancares,O Salnés
2974,Fisterra,Sarria,Fisterra
2975,Fisterra,Terra De Celanova,Fisterra
2976,Fisterra,A Paradanta,Fisterra
2977,A Mariña Oriental,Meira,A Mariña Oriental
2978,Fisterra,Pontevedra,Fisterra
2979,Fisterra,Ordes,Fisterra
2980,A Mariña Oriental,A Mariña Oriental,A Mariña Oriental
2981,Viana,Deza,Viana
2982,A Mariña Oriental,Lugo,A Mariña Oriental
2983,Viana,O Carballiño,Viana
2984,Fisterra,Deza,Fisterra
2985,O Salnés,Ourense,O Salnés
2986,O Salnés,Terra De Celanova,O Salnés
2987,O Salnés,A Fonsagrada,O Salnés
2988,Viana,Chantada,Viana
2989,Viana,A Mariña Occidental,Viana
2990,A Mariña Oriental,A Paradanta,A Mariña Oriental
2991,Fisterra,Ourense,Fisterra
2992,A Mariña Oriental,A Mariña Occidental,A Mariña Oriental
2993,Viana,Lugo,Viana
2994,A Mariña Oriental,O Ribeiro,A Mariña Oriental
2995,Viana,Deza,Viana
2996,O Salnés,Lugo,O Salnés
2997,Fisterra,Terra De Celanova,Fisterra
2998,A Mariña Oriental,Pontevedra,A Mariña Oriental
2999,O Salnés,Meira,O Salnés
3000,A Mariña Oriental,Deza,A Mariña Oriental
3001,O Salnés,Terra De Lemos,O Salnés
3002,Viana,O Ribeiro,Viana
3003,Viana,Deza,Viana
3004,O Salnés,Terra De Melide,O Salnés
3005,O Salnés,Terra Chá,O Salnés
3006,Fisterra,Bergantiños,Fisterra
3007,Fisterra,Betanzos,Fisterra
3008,A Mariña Oriental,Bergantiños,A Mariña Oriental
3009,Fisterra,Deza,Fisterra
1,O Condado,A Paradanta,A Paradanta,A Paradanta
2,Ourense,Terra De Caldelas,Terra De Caldelas,Terra De Caldelas
3,Allariz-Maceda,A Limia,A Limia,A Limia
4,Sarria,Os Ancares,Os Ancares,Os Ancares
5,Baixa Limia,Terra De Celanova,Terra De Celanova,Terra De Celanova
6,Noia,Xallas,Xallas,Xallas
7,A Mariña Occidental,A Mariña Central,A Mariña Central,A Mariña Central
8,O Carballiño,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes
9,A Coruña,Betanzos,Betanzos,Betanzos
10,Muros,Noia,Noia,
11,Lugo,Meira,Meira,Meira
12,Allariz-Maceda,Terra De Celanova,Baixa Limia,
13,Viana,Terra De Trives,Terra De Trives,Terra De Trives
14,Ourense,A Limia,Allariz-Maceda,
15,O Baixo Miño,Vigo,Vigo,Vigo
16,Lugo,Terra Chá,Terra Chá,Terra Chá
17,Barbanza,Caldas,Caldas,Caldas
18,A Mariña Occidental,A Mariña Oriental,A Mariña Oriental,A Mariña Oriental
19,Ordes,Arzúa,Arzúa,Arzúa
20,Terra De Soneira,Bergantiños,Bergantiños,Bergantiños
21,Muros,Santiago,Santiago,Santiago
22,A Coruña,Terra Chá,Lugo,
23,A Fonsagrada,Meira,Lugo,
24,O Morrazo,Pontevedra,Pontevedra,Pontevedra
25,Ortegal,Ferrol,Ferrol,Ferrol
26,Ordes,Xallas,Noia,Noia
27,A Coruña,Eume,Eume,Eume
28,O Morrazo,Caldas,Barbanza,
29,O Salnés,Pontevedra,O Morrazo,
1,Sarria,Lugo,Lugo,Lugo
2,Verín,Terra De Caldelas,Terra De Caldelas,Terra De Caldelas
3,Terra De Trives,Terra De Caldelas,Verín,
4,A Barcala,Santiago,Santiago,Santiago
5,Bergantiños,A Coruña,A Coruña,A Coruña
6,Ortegal,Eume,Eume,Eume
7,Valdeorras,Quiroga,Quiroga,Quiroga
8,Pontevedra,O Salnés,O Salnés,O Salnés
9,O Condado,O Baixo Miño,O Baixo Miño,O Baixo Miño
10,Vigo,Pontevedra,Pontevedra,
11,O Morrazo,Pontevedra,Vigo,
12,Terra De Lemos,Terra De Caldelas,Terra De Trives,
13,A Limia,Terra De Celanova,Terra De Celanova,Terra De Celanova
14,A Mariña Oriental,A Mariña Central,A Mariña Central,A Mariña Central
15,Chantada,Deza,Deza,Deza
16,Ourense,Terra De Celanova,A Limia,
17,Terra De Trives,Valdeorras,Valdeorras,
18,Allariz-Maceda,A Limia,A Limia,A Limia
19,Meira,A Mariña Oriental,A Mariña Oriental,
20,A Ulloa,Deza,Chantada,
21,A Paradanta,O Condado,O Condado,
22,Ourense,Terra De Lemos,Terra De Lemos,
23,Vigo,Pontevedra,O Morrazo,
24,Baixa Limia,Terra De Celanova,Ourense,
25,Fisterra,Muros,Muros,Muros
26,O Sar,Caldas,Caldas,Caldas
27,Viana,Valdeorras,Terra De Trives,
28,O Morrazo,Pontevedra,Vigo,
29,A Barcala,Xallas,Xallas,Xallas
30,O Sar,Pontevedra,O Morrazo,
31,O Sar,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes
32,Betanzos,Terra Chá,Terra Chá,Terra Chá
33,Pontevedra,Caldas,O Sar,
34,A Ulloa,Arzúa,Arzúa,Arzúa
35,O Sar,Noia,Noia,Noia
36,O Morrazo,Pontevedra,O Sar,
37,Chantada,Sarria,Sarria,
1,Valdeorras,Viana,Viana,Viana
2,Deza,A Ulloa,A Ulloa,A Ulloa
3,Chantada,Terra De Lemos,Terra De Lemos,Terra De Lemos
4,O Salnés,Caldas,Caldas,Caldas
5,Allariz-Maceda,A Limia,A Limia,A Limia
6,Allariz-Maceda,Ourense,Ourense,Ourense
7,A Barcala,Xallas,Xallas,Xallas
8,Baixa Limia,A Limia,Allariz-Maceda,
9,O Sar,Barbanza,Barbanza,Barbanza
10,A Barcala,Bergantiños,Bergantiños,Bergantiños
11,Terra De Trives,Quiroga,Quiroga,Quiroga
12,A Mariña Oriental,A Mariña Central,A Mariña Central,A Mariña Central
13,Terra De Trives,Viana,Valdeorras,
14,A Mariña Occidental,Terra Chá,Terra Chá,Terra Chá
15,A Paradanta,O Ribeiro,O Ribeiro,O Ribeiro
16,O Condado,Vigo,Vigo,Vigo
17,Ordes,Arzúa,Arzúa,Arzúa
18,A Coruña,Ordes,Ordes,
19,A Coruña,Betanzos,Betanzos,Betanzos
20,A Mariña Oriental,Terra Chá,A Mariña Occidental,
21,Sarria,Chantada,Chantada,
22,O Baixo Miño,Vigo,O Condado,
23,Tabeirós-Terra De Montes,O Carballiño,O Carballiño,O Carballiño
24,Santiago,Xallas,A Barcala,
25,Chantada,Sarria,Sarria,
26,Terra De Soneira,Fisterra,Fisterra,Fisterra
27,Eume,Betanzos,A Coruña,
28,Allariz-Maceda,O Ribeiro,A Paradanta,
29,Chantada,Ourense,Allariz-Maceda,
30,O Sar,Noia,Noia,Noia
31,A Barcala,Santiago,Santiago,
32,Os Ancares,Lugo,Lugo,Lugo
1,A Mariña Occidental,Ortegal,Ortegal,Ortegal
2,Muros,Noia,Noia,Noia
3,O Morrazo,Pontevedra,Pontevedra,Pontevedra
4,O Morrazo,O Carballiño,O Carballiño,O Carballiño
5,Muros,Xallas,Xallas,Xallas
6,O Baixo Miño,O Condado,O Condado,O Condado
7,Terra De Soneira,Bergantiños,Bergantiños,Bergantiños
1,Ortegal,Eume,Eume,Eume
2,Ourense,O Ribeiro,O Ribeiro,O Ribeiro
3,A Ulloa,Lugo,Lugo,Lugo
4,A Mariña Central,Terra Chá,Terra Chá,Terra Chá
5,Bergantiños,Terra De Soneira,Terra De Soneira,Terra De Soneira
6,Barbanza,Noia,Noia,Noia
7,A Mariña Occidental,A Mariña Central,A Mariña Central,
8,Betanzos,Eume,Ortegal,
9,Deza,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes
10,Valdeorras,Quiroga,Quiroga,Quiroga
11,Deza,A Ulloa,A Ulloa,
12,Os Ancares,A Fonsagrada,A Fonsagrada,A Fonsagrada
13,A Coruña,Bergantiños,Bergantiños,
14,A Coruña,Terra De Soneira,Bergantiños,Bergantiños
15,O Sar,Tabeirós-Terra De Montes,Deza,
16,Chantada,Ourense,Ourense,
17,Ourense,A Paradanta,A Paradanta,A Paradanta
18,A Mariña Occidental,A Mariña Oriental,A Mariña Oriental,A Mariña Oriental
19,A Mariña Central,A Mariña Central,A Mariña Occidental,
20,Betanzos,Ortegal,Ortegal,Ortegal
21,O Condado,O Baixo Miño,O Baixo Miño,O Baixo Miño
22,Meira,Terra Chá,A Mariña Central,
23,O Salnés,Caldas,Caldas,Caldas
24,Terra De Melide,Lugo,A Ulloa,A Ulloa
25,Arzúa,Betanzos,Betanzos,
26,Terra De Melide,A Fonsagrada,Os Ancares,
27,A Barcala,Xallas,Xallas,Xallas
28,Valdeorras,Terra De Lemos,Terra De Lemos,Terra De Lemos
29,Arzúa,Terra De Melide,Terra De Melide,
1,Quiroga,Sarria,Sarria,Sarria
2,Viana,Terra De Trives,Terra De Trives,Terra De Trives
3,Meira,A Fonsagrada,A Fonsagrada,A Fonsagrada
4,Muros,Xallas,Xallas,Xallas
5,Viana,Valdeorras,Valdeorras,Valdeorras
6,Caldas,Pontevedra,Pontevedra,Pontevedra
7,Noia,Xallas,Muros,
8,Barbanza,Noia,Noia,
9,Deza,A Ulloa,A Ulloa,A Ulloa
10,Terra De Celanova,Ourense,Ourense,Ourense
11,O Carballiño,Ourense,Terra De Celanova,
12,A Barcala,Santiago,Santiago,Santiago
13,Vigo,O Condado,O Condado,O Condado
14,A Mariña Central,A Mariña Occidental,A Mariña Occidental,A Mariña Occidental
15,A Paradanta,Vigo,Vigo,
16,Tabeirós-Terra De Montes,Deza,Deza,
17,A Barcala,Xallas,Noia,Noia
18,O Sar,Barbanza,Barbanza,
19,Os Ancares,Quiroga,Quiroga,
20,Terra De Soneira,Xallas,A Barcala,
21,Caldas,O Sar,O Sar,
22,Terra Chá,Eume,Eume,Eume
23,O Baixo Miño,Vigo,A Paradanta,
24,Deza,Chantada,Chantada,Chantada
25,Os Ancares,Terra De Caldelas,Terra De Caldelas,Terra De Caldelas
26,Allariz-Maceda,Terra De Caldelas,Os Ancares,
27,Os Ancares,Terra De Caldelas,Allariz-Maceda,
28,Fisterra,Xallas,Terra De Soneira,
29,O Morrazo,Pontevedra,Caldas,
30,Betanzos,Eume,Terra Chá,
31,A Mariña Oriental,A Mariña Central,A Mariña Central,
32,Viana,Quiroga,Os Ancares,
33,O Baixo Miño,O Ribeiro,O Ribeiro,O Ribeiro
34,Ferrol,Eume,Betanzos,
35,Terra Chá,Eume,Ferrol,
36,O Baixo Miño,O Condado,Vigo,Vigo
37,Allariz-Maceda,Ourense,O Carballiño,
38,Viana,Terra De Caldelas,Os Ancares,
39,O Baixo Miño,A Paradanta,A Paradanta,A Paradanta
40,Bergantiños,Ordes,Ordes,Ordes
41,O Morrazo,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes,
42,Os Ancares,Lugo,Lugo,Lugo
43,O Carballiño,Tabeirós-Terra De Montes,O Morrazo,
44,Tabeirós-Terra De Montes,O Carballiño,O Carballiño,
45,Terra De Celanova,Baixa Limia,Baixa Limia,Baixa Limia
46,O Morrazo,O Salnés,O Salnés,O Salnés
47,A Limia,Verín,Verín,Verín
48,Quiroga,Terra De Lemos,Terra De Lemos,Terra De Lemos
49,A Limia,Allariz-Maceda,Allariz-Maceda,
50,O Baixo Miño,Pontevedra,O Morrazo,
51,Fisterra,Noia,Barbanza,Barbanza
52,O Sar,Noia,Fisterra,
53,Meira,A Mariña Occidental,A Mariña Central,A Mariña Central
54,Caldas,Santiago,A Barcala,
55,Terra De Soneira,Bergantiños,Bergantiños,
56,A Limia,Terra De Caldelas,Viana,
57,Allariz-Maceda,Chantada,Deza,
58,A Barcala,Santiago,Caldas,
59,Os Ancares,Sarria,Quiroga,
60,Allariz-Maceda,Terra De Celanova,Terra De Celanova,
61,Terra De Celanova,Terra De Celanova,Allariz-Maceda,
62,Tabeirós-Terra De Montes,O Ribeiro,O Baixo Miño,
63,Viana,Verín,A Limia,
64,Deza,Deza,Tabeirós-Terra De Montes,
65,Betanzos,Ordes,Bergantiños,Bergantiños
66,Ferrol,Ortegal,Ortegal,Ortegal
67,Tabeirós-Terra De Montes,Tabeirós-Terra De Montes,O Carballiño,O Carballiño
68,A Coruña,Ordes,Betanzos,
69,Viana,Terra De Caldelas,A Limia,
70,Terra De Soneira,A Coruña,A Coruña,
71,Terra De Celanova,A Paradanta,O Baixo Miño,
72,Deza,Chantada,Allariz-Maceda,
